Individual	Sex	Mother	Date_Season_Start	Birth_Date	Death_Date	Season_Name	Maternal_Lineage	Current_Season	N_Saison	Censoring	Event	Age_Season_End	Age_Season_Start	Mean.SR	Cluster_YearBirth	Cluster_YearObs
I98	M	I97	21/09/2011	04/06/2008	NA	SD4	520HLBDD	SD	7	1	0	1378	1204	1.997022188	1	3
I98	M	I97	13/03/2012	04/06/2008	NA	LD4	520HLBDD	LD	8	1	0	1574	1378	2.004036181	1	3
I98	M	I97	25/09/2012	04/06/2008	NA	SD5	520HLBDD	SD	9	5	0	1672	1574	1.99959858	1	3
I99	M	I97	07/09/2009	04/06/2008	NA	SD2	520HLBDD	SD	3	3	0	461	460	2.062146893	1	3
I100	F	I97	22/09/2009	04/06/2008	NA	SD2	520HLBDD	SD	3	1	0	656	475	1.978319783	1	3
I100	F	I97	22/03/2010	04/06/2008	NA	LD2	520HLBDD	LD	4	1	0	833	656	1.986427651	1	3
I100	F	I97	15/09/2010	04/06/2008	NA	SD3	520HLBDD	SD	5	1	0	1020	833	2.003987149	1	3
I100	F	I97	21/03/2011	04/06/2008	NA	LD3	520HLBDD	LD	6	1	0	1204	1020	2.004363988	1	3
I100	F	I97	21/09/2011	04/06/2008	NA	SD4	520HLBDD	SD	7	1	0	1386	1204	1.997022188	1	3
I100	F	I97	21/03/2012	04/06/2008	NA	LD4	520HLBDD	LD	8	1	0	1574	1386	1.996607743	1	3
I100	F	I97	25/09/2012	04/06/2008	NA	SD5	520HLBDD	SD	9	5	0	1672	1574	1.993231347	1	3
I101	M	I100	15/09/2010	25/05/2009	NA	SD2	520HLBDD	SD	3	1	0	665	478	2.039106145	1	3
I101	M	I100	21/03/2011	25/05/2009	NA	LD2	520HLBDD	LD	4	1	0	849	665	1.995488902	1	3
I101	M	I100	21/09/2011	25/05/2009	NA	SD3	520HLBDD	SD	5	1	0	1023	849	1.98621093	1	3
I101	M	I100	13/03/2012	25/05/2009	NA	LD3	520HLBDD	LD	6	1	0	1219	1023	1.999434734	1	3
I101	M	I100	25/09/2012	25/05/2009	NA	SD4	520HLBDD	SD	7	5	0	1317	1219	1.994142382	1	3
I102	M	I100	21/09/2011	31/05/2010	NA	SD2	520HLBDD	SD	3	1	0	654	478	1.967654987	1	3
I102	M	I100	15/03/2012	31/05/2010	NA	LD2	520HLBDD	LD	4	1	0	848	654	1.997716382	1	3
I102	M	I100	25/09/2012	31/05/2010	NA	SD3	520HLBDD	SD	5	5	0	946	848	1.989468579	1	3
I103	M	I100	21/09/2011	31/05/2010	NA	SD2	520HLBDD	SD	3	1	0	652	478	1.967654987	1	3
I103	M	I100	13/03/2012	31/05/2010	NA	LD2	520HLBDD	LD	4	1	0	848	652	2.003380566	1	3
I103	M	I100	25/09/2012	31/05/2010	NA	SD3	520HLBDD	SD	5	5	0	946	848	1.993244702	1	3
I104	F	I761	23/09/2004	03/06/2003	23/08/2005	SD2	520HLBDD	SD	3	1	0	657	478	2.005494505	3	3
I104	F	I761	21/03/2005	03/06/2003	23/08/2005	LD2	520HLBDD	LD	4	0	1	812	657	2.005494505	3	2
I105	M	I761	18/09/2007	02/06/2006	NA	SD2	520HLBDD	SD	3	1	0	658	473	2.044817927	1	3
I105	M	I761	21/03/2008	02/06/2006	NA	LD2	520HLBDD	LD	4	1	0	839	658	2.019676723	1	3
I105	M	I761	18/09/2008	02/06/2006	NA	SD3	520HLBDD	SD	5	1	0	1023	839	2.011296322	1	3
I105	M	I761	21/03/2009	02/06/2006	NA	LD3	520HLBDD	LD	6	1	0	1208	1023	2.008472241	1	3
I105	M	I761	22/09/2009	02/06/2006	NA	SD4	520HLBDD	SD	7	1	0	1389	1208	2.00244175	1	3
I105	M	I761	22/03/2010	02/06/2006	NA	LD4	520HLBDD	LD	8	1	0	1566	1389	2.001124045	1	3
I105	M	I761	15/09/2010	02/06/2006	NA	SD5	520HLBDD	SD	9	1	0	1753	1566	2.006550059	1	3
I105	M	I761	21/03/2011	02/06/2006	NA	LD5	520HLBDD	LD	10	1	0	1937	1753	2.006418115	1	3
I105	M	I761	21/09/2011	02/06/2006	NA	SD6	520HLBDD	SD	11	1	0	2119	1937	2.002111101	1	3
I105	M	I761	21/03/2012	02/06/2006	NA	LD6	520HLBDD	LD	12	1	0	2307	2119	2.001353542	1	3
I105	M	I761	25/09/2012	02/06/2006	NA	SD7	520HLBDD	SD	13	5	0	2405	2307	1.998773491	1	3
I106	M	I761	18/09/2007	02/06/2006	12/07/2010	SD2	520HLBDD	SD	3	1	0	658	473	2.044817927	1	3
I106	M	I761	21/03/2008	02/06/2006	12/07/2010	LD2	520HLBDD	LD	4	1	0	839	658	2.019676723	1	3
I106	M	I761	18/09/2008	02/06/2006	12/07/2010	SD3	520HLBDD	SD	5	1	0	1023	839	2.011296322	1	3
I106	M	I761	21/03/2009	02/06/2006	12/07/2010	LD3	520HLBDD	LD	6	1	0	1208	1023	2.008472241	1	3
I106	M	I761	22/09/2009	02/06/2006	12/07/2010	SD4	520HLBDD	SD	7	1	0	1389	1208	2.00244175	1	3
I106	M	I761	22/03/2010	02/06/2006	12/07/2010	LD4	520HLBDD	LD	8	0	1	1501	1389	2.001124045	1	3
I107	F	I761	18/09/2007	02/06/2006	NA	SD2	520HLBDD	SD	3	1	0	658	473	2.044817927	1	3
I107	F	I761	21/03/2008	02/06/2006	NA	LD2	520HLBDD	LD	4	1	0	839	658	2.019676723	1	3
I107	F	I761	18/09/2008	02/06/2006	NA	SD3	520HLBDD	SD	5	1	0	1023	839	2.011296322	1	3
I107	F	I761	21/03/2009	02/06/2006	NA	LD3	520HLBDD	LD	6	1	0	1208	1023	2.008472241	1	3
I107	F	I761	22/09/2009	02/06/2006	NA	SD4	520HLBDD	SD	7	1	0	1389	1208	2.00244175	1	3
I107	F	I761	22/03/2010	02/06/2006	NA	LD4	520HLBDD	LD	8	1	0	1566	1389	2.001124045	1	3
I107	F	I761	15/09/2010	02/06/2006	NA	SD5	520HLBDD	SD	9	1	0	1753	1566	2.006550059	1	3
I107	F	I761	21/03/2011	02/06/2006	NA	LD5	520HLBDD	LD	10	1	0	1937	1753	2.006418115	1	3
I107	F	I761	21/09/2011	02/06/2006	NA	SD6	520HLBDD	SD	11	1	0	2119	1937	2.002111101	1	3
I107	F	I761	21/03/2012	02/06/2006	NA	LD6	520HLBDD	LD	12	1	0	2307	2119	2.001353542	1	3
I107	F	I761	25/09/2012	02/06/2006	NA	SD7	520HLBDD	SD	13	5	0	2405	2307	1.998773491	1	3
I108	M	I761	22/09/2009	30/05/2008	21/05/2012	SD2	520HLBDD	SD	3	1	0	661	480	1.978319783	1	3
I108	M	I761	22/03/2010	30/05/2008	21/05/2012	LD2	520HLBDD	LD	4	1	0	838	661	1.986427651	1	3
I108	M	I761	15/09/2010	30/05/2008	21/05/2012	SD3	520HLBDD	SD	5	1	0	1025	838	2.003987149	1	3
I108	M	I761	21/03/2011	30/05/2008	21/05/2012	LD3	520HLBDD	LD	6	1	0	1209	1025	2.004363988	1	3
I108	M	I761	21/09/2011	30/05/2008	21/05/2012	SD4	520HLBDD	SD	7	1	0	1383	1209	1.997022188	1	3
I108	M	I761	13/03/2012	30/05/2008	21/05/2012	LD4	520HLBDD	LD	8	0	1	1452	1383	2.004036181	1	3
I109	M	I762	15/09/2010	01/06/2009	04/02/2011	SD2	520HLBDD	SD	3	0	1	613	471	2.039106145	1	3
I110	F	I761	22/09/2009	30/05/2008	19/09/2011	SD2	520HLBDD	SD	3	1	0	661	480	1.978319783	1	3
I110	F	I761	22/03/2010	30/05/2008	19/09/2011	LD2	520HLBDD	LD	4	1	0	838	661	1.991907144	1	3
I110	F	I761	15/09/2010	30/05/2008	19/09/2011	SD3	520HLBDD	SD	5	1	0	1025	838	2.007640145	1	3
I110	F	I761	21/03/2011	30/05/2008	19/09/2011	LD3	520HLBDD	LD	6	0	1	1207	1025	2.007103735	1	3
I111	F	I110	15/09/2010	25/05/2009	24/06/2011	SD2	520HLBDD	SD	3	1	0	665	478	2.039106145	1	3
I111	F	I110	21/03/2011	25/05/2009	24/06/2011	LD2	520HLBDD	LD	4	2	0	760	665	2.022300325	1	3
I112	M	I111	21/09/2011	31/05/2010	NA	SD2	520HLBDD	SD	3	1	0	652	478	1.967654987	1	3
I112	M	I111	13/03/2012	31/05/2010	NA	LD2	520HLBDD	LD	4	1	0	848	652	2.003380566	1	3
I112	M	I111	25/09/2012	31/05/2010	NA	SD3	520HLBDD	SD	5	0	0	1032	848	1.993244702	1	3
I113	F	I111	21/09/2011	31/05/2010	NA	SD2	520HLBDD	SD	3	1	0	652	478	1.967654987	1	3
I113	F	I111	13/03/2012	31/05/2010	NA	LD2	520HLBDD	LD	4	1	0	848	652	2.003380566	1	3
I113	F	I111	25/09/2012	31/05/2010	NA	SD3	520HLBDD	SD	5	5	0	946	848	1.993244702	1	3
I114	F	I110	15/09/2010	25/05/2009	NA	SD2	520HLBDD	SD	3	1	0	665	478	2.039106145	1	3
I114	F	I110	21/03/2011	25/05/2009	NA	LD2	520HLBDD	LD	4	1	0	849	665	2.022300325	1	3
I114	F	I110	21/09/2011	25/05/2009	NA	SD3	520HLBDD	SD	5	1	0	1023	849	2.004085212	1	3
I114	F	I110	13/03/2012	25/05/2009	NA	LD3	520HLBDD	LD	6	1	0	1219	1023	2.012840446	1	3
I114	F	I110	25/09/2012	25/05/2009	NA	SD4	520HLBDD	SD	7	5	0	1317	1219	2.004866951	1	3
I115	M	I763	23/09/2004	05/06/2003	21/01/2005	SD2	520HLBDD	SD	3	2	0	596	476	2.005494505	3	3
I116	F	I763	23/09/2004	05/06/2003	17/12/2009	SD2	520HLBDD	SD	3	1	0	655	476	2.005494505	3	3
I116	F	I763	21/03/2005	05/06/2003	17/12/2009	LD2	520HLBDD	LD	4	1	0	838	655	2.005494505	3	2
I116	F	I763	20/09/2005	05/06/2003	17/12/2009	SD3	520HLBDD	SD	5	1	0	1023	838	2.009187866	3	2
I116	F	I763	24/03/2006	05/06/2003	17/12/2009	LD3	520HLBDD	LD	6	1	0	1209	1023	2.002814812	3	2
I116	F	I763	26/09/2006	05/06/2003	17/12/2009	SD4	520HLBDD	SD	7	1	0	1385	1209	1.995782847	3	2
I116	F	I763	21/03/2007	05/06/2003	17/12/2009	LD4	520HLBDD	LD	8	1	0	1566	1385	1.999248137	3	3
I116	F	I763	18/09/2007	05/06/2003	17/12/2009	SD5	520HLBDD	SD	9	1	0	1751	1566	2.005758107	3	3
I116	F	I763	21/03/2008	05/06/2003	17/12/2009	LD5	520HLBDD	LD	10	1	0	1932	1751	2.004355283	3	3
I116	F	I763	18/09/2008	05/06/2003	17/12/2009	SD6	520HLBDD	SD	11	1	0	2116	1932	2.003264198	3	3
I116	F	I763	21/03/2009	05/06/2003	17/12/2009	LD6	520HLBDD	LD	12	1	0	2301	2116	2.002937779	3	3
I116	F	I763	22/09/2009	05/06/2003	17/12/2009	SD7	520HLBDD	SD	13	2	0	2387	2301	2.000699779	3	3
I117	F	I763	20/02/2007	29/11/2005	NA	SD2	520HLBDD	SD	3	1	0	629	448	2	1	3
I117	F	I763	20/08/2007	29/11/2005	NA	LD2	520HLBDD	LD	4	1	0	800	629	2.008287293	1	3
I117	F	I763	07/02/2008	29/11/2005	NA	SD3	520HLBDD	SD	5	1	0	993	800	2.030146074	1	3
I117	F	I763	18/08/2008	29/11/2005	NA	LD3	520HLBDD	LD	6	1	0	1168	993	2.023983182	1	3
I117	F	I763	09/02/2009	29/11/2005	NA	SD4	520HLBDD	SD	7	1	0	1352	1168	2.015925676	1	3
I117	F	I763	12/08/2009	29/11/2005	NA	LD4	520HLBDD	LD	8	1	0	1532	1352	2.018842427	1	3
I117	F	I763	08/02/2010	29/11/2005	NA	SD5	520HLBDD	SD	9	1	0	1714	1532	2.016935581	1	3
I117	F	I763	09/08/2010	29/11/2005	NA	LD5	520HLBDD	LD	10	1	0	1896	1714	2.016890457	1	3
I117	F	I763	07/02/2011	29/11/2005	NA	SD6	520HLBDD	SD	11	1	0	2078	1896	2.01562424	1	3
I117	F	I763	08/08/2011	29/11/2005	NA	LD6	520HLBDD	LD	12	1	0	2268	2078	2.014611267	1	3
I117	F	I763	14/02/2012	29/11/2005	NA	SD7	520HLBDD	SD	13	1	0	2442	2268	2.00986166	1	3
I117	F	I763	06/08/2012	29/11/2005	NA	LD7	520HLBDD	LD	14	2	0	2641	2442	2.00949773	1	3
I118	F	I117	18/02/2008	09/11/2006	NA	SD2	520HLBDD	SD	3	1	0	648	466	2.011019284	1	3
I118	F	I117	18/08/2008	09/11/2006	NA	LD2	520HLBDD	LD	4	1	0	823	648	2.008256895	1	3
I118	F	I117	09/02/2009	09/11/2006	NA	SD3	520HLBDD	SD	5	1	0	1007	823	2.020443905	1	3
I118	F	I117	12/08/2009	09/11/2006	NA	LD3	520HLBDD	LD	6	1	0	1187	1007	2.023689475	1	3
I118	F	I117	08/02/2010	09/11/2006	NA	SD4	520HLBDD	SD	7	1	0	1369	1187	2.020050481	1	3
I118	F	I117	09/08/2010	09/11/2006	NA	LD4	520HLBDD	LD	8	1	0	1551	1369	2.019471165	1	3
I118	F	I117	07/02/2011	09/11/2006	NA	SD5	520HLBDD	SD	9	1	0	1733	1551	2.0174745	1	3
I118	F	I117	08/08/2011	09/11/2006	NA	LD5	520HLBDD	LD	10	1	0	1923	1733	2.015977	1	3
I118	F	I117	14/02/2012	09/11/2006	NA	SD6	520HLBDD	SD	11	1	0	2097	1923	2.010020177	1	3
I118	F	I117	06/08/2012	09/11/2006	NA	LD6	520HLBDD	LD	12	5	0	2245	2097	2.00956761	1	3
I119	F	I118	08/02/2010	05/11/2008	NA	SD2	520HLBDD	SD	3	1	0	642	460	2.005494505	1	3
I119	F	I118	09/08/2010	05/11/2008	NA	LD2	520HLBDD	LD	4	1	0	824	642	2.011034546	1	3
I119	F	I118	07/02/2011	05/11/2008	NA	SD3	520HLBDD	SD	5	1	0	1006	824	2.009187866	1	3
I119	F	I118	08/08/2011	05/11/2008	NA	LD3	520HLBDD	LD	6	1	0	1196	1006	2.008264526	1	3
I119	F	I118	14/02/2012	05/11/2008	NA	SD4	520HLBDD	SD	7	1	0	1363	1196	1.999084739	1	3
I119	F	I118	30/07/2012	05/11/2008	NA	LD4	520HLBDD	LD	8	5	0	1518	1363	2.006706937	1	3
I120	M	I118	07/02/2011	23/10/2009	NA	SD2	520HLBDD	SD	3	1	0	654	472	2.005494505	1	3
I120	M	I118	08/08/2011	23/10/2009	NA	LD2	520HLBDD	LD	4	1	0	836	654	2.005494505	1	3
I120	M	I118	06/02/2012	23/10/2009	NA	SD3	520HLBDD	SD	5	1	0	1018	836	2.005494505	1	3
I120	M	I118	06/08/2012	23/10/2009	NA	LD3	520HLBDD	LD	6	5	0	1166	1018	2.005494505	1	3
I121	F	I118	08/02/2011	23/10/2009	27/10/2011	SD2	520HLBDD	SD	3	1	0	654	473	2	1	3
I121	F	I118	08/08/2011	23/10/2009	27/10/2011	LD2	520HLBDD	LD	4	0	1	734	654	2.002747253	1	3
I122	F	I117	07/02/2008	09/11/2006	NA	SD2	520HLBDD	SD	3	1	0	648	455	2.073863636	1	3
I122	F	I117	18/08/2008	09/11/2006	NA	LD2	520HLBDD	LD	4	1	0	823	648	2.039679071	1	3
I122	F	I117	09/02/2009	09/11/2006	NA	SD3	520HLBDD	SD	5	1	0	1007	823	2.021017931	1	3
I122	F	I117	12/08/2009	09/11/2006	NA	LD3	520HLBDD	LD	6	1	0	1187	1007	2.024119994	1	3
I122	F	I117	08/02/2010	09/11/2006	NA	SD4	520HLBDD	SD	7	1	0	1369	1187	2.020394897	1	3
I122	F	I117	09/08/2010	09/11/2006	NA	LD4	520HLBDD	LD	8	1	0	1551	1369	2.019758178	1	3
I122	F	I117	07/02/2011	09/11/2006	NA	SD5	520HLBDD	SD	9	1	0	1733	1551	2.017720511	1	3
I122	F	I117	08/08/2011	09/11/2006	NA	LD5	520HLBDD	LD	10	1	0	1923	1733	2.01619226	1	3
I122	F	I117	14/02/2012	09/11/2006	NA	SD6	520HLBDD	SD	11	1	0	2097	1923	2.010211519	1	3
I122	F	I117	06/08/2012	09/11/2006	NA	LD6	520HLBDD	LD	12	5	0	2245	2097	2.009739818	1	3
I123	M	I122	08/02/2010	05/11/2008	NA	SD2	520HLBDD	SD	3	1	0	642	460	2.005494505	1	3
I123	M	I122	09/08/2010	05/11/2008	NA	LD2	520HLBDD	LD	4	1	0	824	642	2.011034546	1	3
I123	M	I122	07/02/2011	05/11/2008	NA	SD3	520HLBDD	SD	5	1	0	1006	824	2.009187866	1	3
I123	M	I122	08/08/2011	05/11/2008	NA	LD3	520HLBDD	LD	6	1	0	1188	1006	2.008264526	1	3
I123	M	I122	06/02/2012	05/11/2008	NA	SD4	520HLBDD	SD	7	1	0	1370	1188	2.007710522	1	3
I123	M	I122	06/08/2012	05/11/2008	NA	LD4	520HLBDD	LD	8	5	0	1518	1370	2.007341186	1	3
I124	M	I122	08/02/2010	05/11/2008	NA	SD2	520HLBDD	SD	3	1	0	642	460	2.005494505	1	3
I124	M	I122	09/08/2010	05/11/2008	NA	LD2	520HLBDD	LD	4	1	0	824	642	2.011034546	1	3
I124	M	I122	07/02/2011	05/11/2008	NA	SD3	520HLBDD	SD	5	1	0	1006	824	2.009187866	1	3
I124	M	I122	08/08/2011	05/11/2008	NA	LD3	520HLBDD	LD	6	1	0	1188	1006	2.008264526	1	3
I124	M	I122	06/02/2012	05/11/2008	NA	SD4	520HLBDD	SD	7	1	0	1370	1188	2.007710522	1	3
I124	M	I122	06/08/2012	05/11/2008	NA	LD4	520HLBDD	LD	8	5	0	1518	1370	2.007341186	1	3
I125	M	I117	09/02/2009	05/11/2007	NA	SD2	520HLBDD	SD	3	1	0	646	462	1.983695652	1	3
I125	M	I117	12/08/2009	05/11/2007	NA	LD2	520HLBDD	LD	4	1	0	826	646	2.01425679	1	3
I125	M	I117	08/02/2010	05/11/2007	NA	SD3	520HLBDD	SD	5	1	0	1008	826	2.011336028	1	3
I125	M	I117	09/08/2010	05/11/2007	NA	LD3	520HLBDD	LD	6	1	0	1190	1008	2.012645668	1	3
I125	M	I117	07/02/2011	05/11/2007	NA	SD4	520HLBDD	SD	7	1	0	1372	1190	2.011215435	1	3
I125	M	I117	08/08/2011	05/11/2007	NA	LD4	520HLBDD	LD	8	1	0	1554	1372	2.010261947	1	3
I125	M	I117	06/02/2012	05/11/2007	NA	SD5	520HLBDD	SD	9	1	0	1736	1554	2.009580884	1	3
I125	M	I117	06/08/2012	05/11/2007	NA	LD5	520HLBDD	LD	10	5	0	1884	1736	2.009070087	1	3
I126	M	I117	09/02/2009	05/11/2007	NA	SD2	520HLBDD	SD	3	1	0	646	462	1.983695652	1	3
I126	M	I117	12/08/2009	05/11/2007	NA	LD2	520HLBDD	LD	4	1	0	826	646	2.01425679	1	3
I126	M	I117	08/02/2010	05/11/2007	NA	SD3	520HLBDD	SD	5	1	0	1008	826	2.011336028	1	3
I126	M	I117	09/08/2010	05/11/2007	NA	LD3	520HLBDD	LD	6	1	0	1190	1008	2.012645668	1	3
I126	M	I117	07/02/2011	05/11/2007	NA	SD4	520HLBDD	SD	7	1	0	1372	1190	2.011215435	1	3
I126	M	I117	08/08/2011	05/11/2007	NA	LD4	520HLBDD	LD	8	1	0	1554	1372	2.010261947	1	3
I126	M	I117	06/02/2012	05/11/2007	NA	SD5	520HLBDD	SD	9	1	0	1736	1554	2.009580884	1	3
I126	M	I117	06/08/2012	05/11/2007	NA	LD5	520HLBDD	LD	10	5	0	1884	1736	2.009070087	1	3
I127	M	I764	25/03/2009	07/12/2007	NA	SD2	522ABJD	SD	3	1	0	655	474	2.011019284	1	3
I127	M	I764	22/09/2009	07/12/2007	NA	LD2	522ABJD	LD	4	1	0	830	655	2.005509642	1	3
I127	M	I764	16/03/2010	07/12/2007	NA	SD3	522ABJD	SD	5	1	0	1019	830	2.020527027	1	3
I127	M	I764	21/09/2010	07/12/2007	NA	LD3	522ABJD	LD	6	1	0	1200	1019	2.016768897	1	3
I127	M	I764	21/03/2011	07/12/2007	NA	SD4	522ABJD	SD	7	1	0	1382	1200	2.008009712	1	3
I127	M	I764	19/09/2011	07/12/2007	NA	LD4	522ABJD	LD	8	1	0	1564	1382	2.008511307	1	3
I127	M	I764	19/03/2012	07/12/2007	NA	SD5	522ABJD	SD	9	1	0	1746	1564	2.008080336	1	3
I127	M	I764	17/09/2012	07/12/2007	NA	LD5	522ABJD	LD	10	5	0	1852	1746	2.007757107	1	3
I128	M	I764	25/03/2009	07/12/2007	06/10/2011	SD2	522ABJD	SD	3	1	0	655	474	2.011019284	1	3
I128	M	I764	22/09/2009	07/12/2007	06/10/2011	LD2	522ABJD	LD	4	1	0	830	655	2.005509642	1	3
I128	M	I764	16/03/2010	07/12/2007	06/10/2011	SD3	522ABJD	SD	5	1	0	1019	830	2.020527027	1	3
I128	M	I764	21/09/2010	07/12/2007	06/10/2011	LD3	522ABJD	LD	6	1	0	1200	1019	2.016768897	1	3
I128	M	I764	21/03/2011	07/12/2007	06/10/2011	SD4	522ABJD	SD	7	1	0	1382	1200	2.008009712	1	3
I128	M	I764	19/09/2011	07/12/2007	06/10/2011	LD4	522ABJD	LD	8	0	1	1399	1382	2.008511307	1	3
I129	M	I766	03/01/2008	03/10/2006	NA	SD2	579BEB	SD	3	1	0	636	457	2.085714286	1	3
I129	M	I766	30/06/2008	03/10/2006	NA	LD2	579BEB	LD	4	1	0	819	636	2.068138042	1	3
I129	M	I766	30/12/2008	03/10/2006	NA	SD3	579BEB	SD	5	1	0	1000	819	2.050950223	1	3
I129	M	I766	29/06/2009	03/10/2006	NA	LD3	579BEB	LD	6	1	0	1183	1000	2.039586294	1	3
I129	M	I766	29/12/2009	03/10/2006	NA	SD4	579BEB	SD	7	1	0	1374	1183	2.032767936	1	3
I129	M	I766	08/07/2010	03/10/2006	NA	LD4	579BEB	LD	8	1	0	1553	1374	2.019285223	1	3
I129	M	I766	03/01/2011	03/10/2006	NA	SD5	579BEB	SD	9	1	0	1735	1553	2.012669187	1	3
I129	M	I766	04/07/2011	03/10/2006	NA	LD5	579BEB	LD	10	1	0	1918	1735	2.013855622	1	3
I129	M	I766	03/01/2012	03/10/2006	NA	SD6	579BEB	SD	11	1	0	2099	1918	2.012316108	1	3
I129	M	I766	02/07/2012	03/10/2006	NA	LD6	579BEB	LD	12	1	0	2281	2099	2.011633948	1	3
I129	M	I766	31/12/2012	03/10/2006	NA	SD7	579BEB	SD	13	5	0	2282	2281	2.01157807	1	3
I130	F	I766	07/02/2008	03/10/2006	07/03/2011	SD2	579BEB	SD	3	1	0	685	492	2.073863636	1	3
I130	F	I766	18/08/2008	03/10/2006	07/03/2011	LD2	579BEB	LD	4	1	0	860	685	2.039679071	1	3
I130	F	I766	09/02/2009	03/10/2006	07/03/2011	SD3	579BEB	SD	5	1	0	1044	860	2.021017931	1	3
I130	F	I766	12/08/2009	03/10/2006	07/03/2011	LD3	579BEB	LD	6	1	0	1224	1044	2.024119994	1	3
I130	F	I766	08/02/2010	03/10/2006	07/03/2011	SD4	579BEB	SD	7	1	0	1406	1224	2.020394897	1	3
I130	F	I766	09/08/2010	03/10/2006	07/03/2011	LD4	579BEB	LD	8	1	0	1588	1406	2.019758178	1	3
I130	F	I766	07/02/2011	03/10/2006	07/03/2011	SD5	579BEB	SD	9	0	1	1616	1588	2.017720511	1	3
I131	M	I130	09/02/2009	02/11/2007	21/10/2010	SD2	579BEB	SD	3	1	0	649	465	1.983695652	1	3
I131	M	I130	12/08/2009	02/11/2007	21/10/2010	LD2	579BEB	LD	4	1	0	829	649	2.01425679	1	3
I131	M	I130	08/02/2010	02/11/2007	21/10/2010	SD3	579BEB	SD	5	1	0	1011	829	2.011336028	1	3
I131	M	I130	09/08/2010	02/11/2007	21/10/2010	LD3	579BEB	LD	6	0	1	1084	1011	2.012645668	1	3
I132	M	I130	09/02/2009	02/11/2007	NA	SD2	579BEB	SD	3	1	0	649	465	1.983695652	1	3
I132	M	I130	12/08/2009	02/11/2007	NA	LD2	579BEB	LD	4	1	0	829	649	2.01425679	1	3
I132	M	I130	08/02/2010	02/11/2007	NA	SD3	579BEB	SD	5	1	0	1011	829	2.011336028	1	3
I132	M	I130	09/08/2010	02/11/2007	NA	LD3	579BEB	LD	6	1	0	1193	1011	2.012645668	1	3
I132	M	I130	07/02/2011	02/11/2007	NA	SD4	579BEB	SD	7	1	0	1375	1193	2.011215435	1	3
I132	M	I130	08/08/2011	02/11/2007	NA	LD4	579BEB	LD	8	1	0	1557	1375	2.010261947	1	3
I132	M	I130	06/02/2012	02/11/2007	NA	SD5	579BEB	SD	9	1	0	1739	1557	2.009580884	1	3
I132	M	I130	06/08/2012	02/11/2007	NA	LD5	579BEB	LD	10	5	0	1887	1739	2.009070087	1	3
I133	F	I767	03/01/2008	03/10/2006	NA	SD2	579BEB	SD	3	1	0	636	457	2.085714286	1	3
I133	F	I767	30/06/2008	03/10/2006	NA	LD2	579BEB	LD	4	1	0	819	636	2.068138042	1	3
I133	F	I767	30/12/2008	03/10/2006	NA	SD3	579BEB	SD	5	1	0	1000	819	2.050950223	1	3
I133	F	I767	29/06/2009	03/10/2006	NA	LD3	579BEB	LD	6	1	0	1183	1000	2.039586294	1	3
I133	F	I767	29/12/2009	03/10/2006	NA	SD4	579BEB	SD	7	1	0	1371	1183	2.032767936	1	3
I133	F	I767	05/07/2010	03/10/2006	NA	LD4	579BEB	LD	8	1	0	1553	1371	2.021915778	1	3
I133	F	I767	03/01/2011	03/10/2006	NA	SD5	579BEB	SD	9	1	0	1735	1553	2.014923949	1	3
I133	F	I767	04/07/2011	03/10/2006	NA	LD5	579BEB	LD	10	1	0	1917	1735	2.013745268	1	3
I133	F	I767	02/01/2012	03/10/2006	NA	SD6	579BEB	SD	11	1	0	2099	1917	2.012828517	1	3
I133	F	I767	02/07/2012	03/10/2006	NA	LD6	579BEB	LD	12	1	0	2281	2099	2.012095116	1	3
I133	F	I767	31/12/2012	03/10/2006	NA	SD7	579BEB	SD	13	2	0	2333	2281	2.01149506	1	3
I134	F	I133	29/12/2009	09/09/2008	NA	SD2	579BEB	SD	3	1	0	664	476	2.005494505	1	3
I134	F	I133	05/07/2010	09/09/2008	NA	LD2	579BEB	LD	4	1	0	846	664	1.986574746	1	3
I134	F	I133	03/01/2011	09/09/2008	NA	SD3	579BEB	SD	5	1	0	1028	846	1.982040822	1	3
I134	F	I133	04/07/2011	09/09/2008	NA	LD3	579BEB	LD	6	1	0	1210	1028	1.987904243	1	3
I134	F	I133	02/01/2012	09/09/2008	NA	SD4	579BEB	SD	7	1	0	1392	1210	1.991422295	1	3
I134	F	I133	02/07/2012	09/09/2008	NA	LD4	579BEB	LD	8	1	0	1574	1392	1.993767664	1	3
I134	F	I133	31/12/2012	09/09/2008	NA	SD5	579BEB	SD	9	5	0	1575	1574	1.995442927	1	3
I135	M	I134	03/01/2011	14/09/2009	09/06/2011	SD2	579BEB	SD	3	2	0	633	476	1.972972973	1	3
I136	F	I133	29/12/2009	09/09/2008	NA	SD2	579BEB	SD	3	1	0	664	476	2.005494505	1	3
I136	F	I133	05/07/2010	09/09/2008	NA	LD2	579BEB	LD	4	1	0	846	664	1.986574746	1	3
I136	F	I133	03/01/2011	09/09/2008	NA	SD3	579BEB	SD	5	1	0	1028	846	1.982040822	1	3
I136	F	I133	04/07/2011	09/09/2008	NA	LD3	579BEB	LD	6	1	0	1210	1028	1.987904243	1	3
I136	F	I133	02/01/2012	09/09/2008	NA	SD4	579BEB	SD	7	1	0	1392	1210	1.991422295	1	3
I136	F	I133	02/07/2012	09/09/2008	NA	LD4	579BEB	LD	8	1	0	1574	1392	1.993767664	1	3
