Individual	Sex	Mother	Date_Season_Start	Birth_Date	Death_Date	Season_Name	Maternal_Lineage	Current_Season	N_Saison	Censoring	Event	Age_Season_End	Age_Season_Start	Mean.SR	Cluster_YearBirth	Cluster_YearObs
I1	F	I730	20/08/2008	21/05/2007	23/03/2010	SD2	505ADBE	SD	3	1	0	637	457	1.983695652	1	3
I1	F	I730	16/02/2009	21/05/2007	23/03/2010	LD2	505ADBE	LD	4	1	0	821	637	1.994595079	1	3
I1	F	I730	19/08/2009	21/05/2007	23/03/2010	SD3	505ADBE	SD	5	1	0	1001	821	1.998228221	1	3
I1	F	I730	15/02/2010	21/05/2007	23/03/2010	LD3	505ADBE	LD	6	0	1	1037	1001	2.000044792	1	3
I2	M	I731	20/08/2008	28/05/2007	NA	SD2	505ADBE	SD	3	1	0	623	450	1.994535519	1	3
I2	M	I731	09/02/2009	28/05/2007	NA	LD2	505ADBE	LD	4	1	0	814	623	2.002777401	1	3
I2	M	I731	19/08/2009	28/05/2007	NA	SD3	505ADBE	SD	5	1	0	994	814	2.003683103	1	3
I2	M	I731	15/02/2010	28/05/2007	NA	LD3	505ADBE	LD	6	1	0	1176	994	1.994676074	1	3
I2	M	I731	16/08/2010	28/05/2007	NA	SD4	505ADBE	SD	7	1	0	1360	1176	1.999055776	1	3
I2	M	I731	16/02/2011	28/05/2007	NA	LD4	505ADBE	LD	8	1	0	1540	1360	1.9983024	1	3
I2	M	I731	15/08/2011	28/05/2007	NA	SD5	505ADBE	SD	9	1	0	1723	1540	1.999329844	1	3
I2	M	I731	14/02/2012	28/05/2007	NA	LD5	505ADBE	LD	10	1	0	1906	1723	2.000791024	1	3
I2	M	I731	15/08/2012	28/05/2007	NA	SD6	505ADBE	SD	11	5	0	2045	1906	2.000095968	1	3
I3	F	I520	25/09/2003	28/05/2002	09/06/2008	SD2	522ABJD	SD	3	1	0	664	485	2	1	2
I3	F	I520	22/03/2004	28/05/2002	09/06/2008	LD2	522ABJD	LD	4	1	0	847	664	1.99726776	1	3
I3	F	I520	21/09/2004	28/05/2002	09/06/2008	SD3	522ABJD	SD	5	1	0	1028	847	2.003703368	1	3
I3	F	I520	21/03/2005	28/05/2002	09/06/2008	LD3	522ABJD	LD	6	1	0	1211	1028	2.004151153	1	2
I3	F	I520	20/09/2005	28/05/2002	09/06/2008	SD4	522ABJD	SD	7	1	0	1396	1211	2.004419823	1	2
I3	F	I520	24/03/2006	28/05/2002	09/06/2008	LD4	522ABJD	LD	8	1	0	1582	1396	2.000965795	1	2
I3	F	I520	26/09/2006	28/05/2002	09/06/2008	SD5	522ABJD	SD	9	1	0	1758	1582	1.996207108	1	2
I3	F	I520	21/03/2007	28/05/2002	09/06/2008	LD5	522ABJD	LD	10	1	0	1939	1758	1.998753043	1	3
I3	F	I520	18/09/2007	28/05/2002	09/06/2008	SD6	522ABJD	SD	11	1	0	2124	1939	2.003871363	1	3
I3	F	I520	21/03/2008	28/05/2002	09/06/2008	LD6	522ABJD	LD	12	0	1	2204	2124	2.002937779	1	3
I4	F	I3	21/09/2004	03/06/2003	03/10/2006	SD2	522ABJD	SD	3	1	0	657	476	2.011019284	3	3
I4	F	I3	21/03/2005	03/06/2003	03/10/2006	LD2	522ABJD	LD	4	1	0	840	657	2.008256895	3	2
I4	F	I3	20/09/2005	03/06/2003	03/10/2006	SD3	522ABJD	SD	5	1	0	1025	840	2.007336098	3	2
I4	F	I3	24/03/2006	03/06/2003	03/10/2006	LD3	522ABJD	LD	6	1	0	1211	1025	2.001425987	3	2
I4	F	I3	26/09/2006	03/06/2003	03/10/2006	SD4	522ABJD	SD	7	0	1	1218	1211	1.994671787	3	2
I5	M	I3	11/09/2006	29/05/2005	28/10/2006	SD2	522ABJD	SD	3	2	0	517	470	2.050561798	1	2
I6	M	I3	18/09/2008	14/05/2007	NA	SD2	522ABJD	SD	3	1	0	677	493	1.994535519	1	3
I6	M	I3	21/03/2009	14/05/2007	NA	LD2	522ABJD	LD	4	1	0	862	677	1.99726776	1	3
I6	M	I3	22/09/2009	14/05/2007	NA	SD3	522ABJD	SD	5	1	0	1042	862	1.990951767	1	3
I6	M	I3	21/03/2010	14/05/2007	NA	LD3	522ABJD	LD	6	1	0	1220	1042	1.993213826	1	3
I6	M	I3	15/09/2010	14/05/2007	NA	SD4	522ABJD	SD	7	1	0	1407	1220	2.00239229	1	3
I6	M	I3	21/03/2011	14/05/2007	NA	LD4	522ABJD	LD	8	1	0	1592	1407	2.001993575	1	3
I6	M	I3	22/09/2011	14/05/2007	NA	SD5	522ABJD	SD	9	1	0	1765	1592	1.996332434	1	3
I6	M	I3	13/03/2012	14/05/2007	NA	LD5	522ABJD	LD	10	1	0	1961	1765	2.001679148	1	3
I6	M	I3	25/09/2012	14/05/2007	NA	SD6	522ABJD	SD	11	5	0	2059	1961	1.999083663	1	3
I7	F	I3	18/09/2008	14/05/2007	07/08/2012	SD2	522ABJD	SD	3	1	0	677	493	1.994535519	1	3
I7	F	I3	21/03/2009	14/05/2007	07/08/2012	LD2	522ABJD	LD	4	1	0	862	677	1.99726776	1	3
I7	F	I3	22/09/2009	14/05/2007	07/08/2012	SD3	522ABJD	SD	5	1	0	1043	862	1.990951767	1	3
I7	F	I3	22/03/2010	14/05/2007	07/08/2012	LD3	522ABJD	LD	6	1	0	1220	1043	1.991847705	1	3
I7	F	I3	15/09/2010	14/05/2007	07/08/2012	SD4	522ABJD	SD	7	1	0	1407	1220	2.001299393	1	3
I7	F	I3	21/03/2011	14/05/2007	07/08/2012	LD4	522ABJD	LD	8	1	0	1591	1407	2.001998579	1	3
I7	F	I3	21/09/2011	14/05/2007	07/08/2012	SD5	522ABJD	SD	9	1	0	1773	1591	1.997092351	1	3
I7	F	I3	21/03/2012	14/05/2007	07/08/2012	LD5	522ABJD	LD	10	0	1	1912	1773	1.996772747	1	3
I8	M	I7	22/09/2009	09/06/2008	NA	SD2	522ABJD	SD	3	1	0	651	470	1.978319783	1	3
I8	M	I7	22/03/2010	09/06/2008	NA	LD2	522ABJD	LD	4	1	0	828	651	1.986427651	1	3
I8	M	I7	15/09/2010	09/06/2008	NA	SD3	522ABJD	SD	5	1	0	1015	828	2.003987149	1	3
I8	M	I7	21/03/2011	09/06/2008	NA	LD3	522ABJD	LD	6	1	0	1200	1015	2.004363988	1	3
I8	M	I7	22/09/2011	09/06/2008	NA	SD4	522ABJD	SD	7	1	0	1373	1200	1.995964309	1	3
I8	M	I7	13/03/2012	09/06/2008	NA	LD4	522ABJD	LD	8	1	0	1569	1373	2.003154615	1	3
I8	M	I7	25/09/2012	09/06/2008	NA	SD5	522ABJD	SD	9	5	0	1667	1569	1.999606782	1	3
I9	M	I7	22/09/2011	29/05/2010	NA	SD2	522ABJD	SD	3	1	0	654	481	1.962365591	1	3
I9	M	I7	13/03/2012	29/05/2010	NA	LD2	522ABJD	LD	4	1	0	850	654	2.000735868	1	3
I9	M	I7	25/09/2012	29/05/2010	NA	SD3	522ABJD	SD	5	5	0	948	850	1.99326384	1	3
I10	M	I734	17/01/2005	31/10/2003	21/01/2005	SD2	505ADBE	SD	3	2	0	448	444	2.033426184	3	2
I11	F	I735	16/03/2010	06/12/2008	19/10/2012	SD2	579BEB	SD	3	1	0	654	465	2.050561798	1	3
I11	F	I735	21/09/2010	06/12/2008	19/10/2012	LD2	579BEB	LD	4	1	0	835	654	2.028028152	1	3
I11	F	I735	21/03/2011	06/12/2008	19/10/2012	SD3	579BEB	SD	5	1	0	1017	835	2.009676425	1	3
I11	F	I735	19/09/2011	06/12/2008	19/10/2012	LD3	579BEB	LD	6	1	0	1199	1017	2.01001214	1	3
I11	F	I735	19/03/2012	06/12/2008	19/10/2012	SD4	579BEB	SD	7	1	0	1374	1199	2.009108613	1	3
I11	F	I735	10/09/2012	06/12/2008	19/10/2012	LD4	579BEB	LD	8	2	0	1413	1374	2.015060165	1	3
I12	F	I736	16/03/2010	06/12/2008	NA	SD2	579BEB	SD	3	1	0	654	465	2.050561798	1	3
I12	F	I736	21/09/2010	06/12/2008	NA	LD2	579BEB	LD	4	1	0	835	654	2.028028152	1	3
I12	F	I736	21/03/2011	06/12/2008	NA	SD3	579BEB	SD	5	3	0	926	835	2.009676425	1	3
I13	F	I737	25/09/2003	19/05/2002	06/07/2009	SD2	520HLBDD	SD	3	1	0	673	494	1.896103896	1	2
I13	F	I737	22/03/2004	19/05/2002	06/07/2009	LD2	520HLBDD	LD	4	1	0	856	673	1.942602357	1	3
I13	F	I737	21/09/2004	19/05/2002	06/07/2009	SD3	520HLBDD	SD	5	1	0	1037	856	1.967259766	1	3
I13	F	I737	21/03/2005	19/05/2002	06/07/2009	LD3	520HLBDD	LD	6	1	0	1220	1037	1.976818451	1	2
I13	F	I737	20/09/2005	19/05/2002	06/07/2009	SD4	520HLBDD	SD	7	1	0	1405	1220	1.982553662	1	2
I13	F	I737	24/03/2006	19/05/2002	06/07/2009	LD4	520HLBDD	LD	8	1	0	1591	1405	1.982743994	1	2
I13	F	I737	26/09/2006	19/05/2002	06/07/2009	SD5	520HLBDD	SD	9	1	0	1767	1591	1.980588421	1	2
I13	F	I737	21/03/2007	19/05/2002	06/07/2009	LD5	520HLBDD	LD	10	1	0	1948	1767	1.985086692	1	3
I13	F	I737	18/09/2007	19/05/2002	06/07/2009	SD6	520HLBDD	SD	11	1	0	2133	1948	1.991723496	1	3
I13	F	I737	21/03/2008	19/05/2002	06/07/2009	LD6	520HLBDD	LD	12	1	0	2314	2133	1.992004698	1	3
I13	F	I737	18/09/2008	19/05/2002	06/07/2009	SD7	520HLBDD	SD	13	1	0	2498	2314	1.992234773	1	3
I13	F	I737	21/03/2009	19/05/2002	06/07/2009	LD7	520HLBDD	LD	14	0	1	2605	2498	1.992881875	1	3
I14	M	I13	18/09/2007	24/05/2006	28/04/2008	SD2	520HLBDD	SD	3	1	0	667	482	2.044817927	1	3
I14	M	I13	21/03/2008	24/05/2006	28/04/2008	LD2	520HLBDD	LD	4	0	1	705	667	2.019676723	1	3
I15	F	I13	18/09/2007	24/05/2006	09/06/2009	SD2	520HLBDD	SD	3	1	0	667	482	2.044817927	1	3
I15	F	I13	21/03/2008	24/05/2006	09/06/2009	LD2	520HLBDD	LD	4	1	0	848	667	2.019676723	1	3
I15	F	I13	18/09/2008	24/05/2006	09/06/2009	SD3	520HLBDD	SD	5	1	0	1032	848	2.011296322	1	3
I15	F	I13	21/03/2009	24/05/2006	09/06/2009	LD3	520HLBDD	LD	6	0	1	1112	1032	2.008472241	1	3
I16	M	I15	22/09/2009	02/06/2008	NA	SD2	520HLBDD	SD	3	1	0	658	477	1.978319783	1	3
I16	M	I15	22/03/2010	02/06/2008	NA	LD2	520HLBDD	LD	4	1	0	835	658	1.986427651	1	3
I16	M	I15	15/09/2010	02/06/2008	NA	SD3	520HLBDD	SD	5	1	0	1022	835	2.003987149	1	3
I16	M	I15	21/03/2011	02/06/2008	NA	LD3	520HLBDD	LD	6	1	0	1206	1022	2.004363988	1	3
I16	M	I15	21/09/2011	02/06/2008	NA	SD4	520HLBDD	SD	7	1	0	1380	1206	1.997022188	1	3
I16	M	I15	13/03/2012	02/06/2008	NA	LD4	520HLBDD	LD	8	1	0	1576	1380	2.004036181	1	3
I16	M	I15	25/09/2012	02/06/2008	NA	SD5	520HLBDD	SD	9	5	0	1674	1576	1.99959858	1	3
I17	F	I15	22/09/2009	02/06/2008	NA	SD2	520HLBDD	SD	3	1	0	658	477	1.978319783	1	3
I17	F	I15	22/03/2010	02/06/2008	NA	LD2	520HLBDD	LD	4	1	0	835	658	1.986427651	1	3
I17	F	I15	15/09/2010	02/06/2008	NA	SD3	520HLBDD	SD	5	1	0	1022	835	2.003987149	1	3
I17	F	I15	21/03/2011	02/06/2008	NA	LD3	520HLBDD	LD	6	1	0	1206	1022	2.004363988	1	3
I17	F	I15	21/09/2011	02/06/2008	NA	SD4	520HLBDD	SD	7	1	0	1388	1206	1.997022188	1	3
I17	F	I15	21/03/2012	02/06/2008	NA	LD4	520HLBDD	LD	8	1	0	1576	1388	1.996607743	1	3
I17	F	I15	25/09/2012	02/06/2008	NA	SD5	520HLBDD	SD	9	5	0	1674	1576	1.993231347	1	3
I18	F	I738	17/01/2006	06/10/2004	09/03/2010	SD2	579BEB	SD	3	1	0	650	468	2	3	2
I18	F	I738	18/07/2006	06/10/2004	09/03/2010	LD2	579BEB	LD	4	1	0	834	650	2.002747253	3	2
I18	F	I738	18/01/2007	06/10/2004	09/03/2010	SD3	579BEB	SD	5	1	0	1007	834	2.000010008	3	3
I18	F	I738	10/07/2007	06/10/2004	09/03/2010	LD3	579BEB	LD	6	1	0	1184	1007	2.011211988	3	3
I18	F	I738	03/01/2008	06/10/2004	09/03/2010	SD4	579BEB	SD	7	1	0	1363	1184	2.026112448	3	3
I18	F	I738	30/06/2008	06/10/2004	09/03/2010	LD4	579BEB	LD	8	1	0	1546	1363	2.030187339	3	3
I18	F	I738	30/12/2008	06/10/2004	09/03/2010	SD5	579BEB	SD	9	1	0	1727	1546	2.02824266	3	3
I18	F	I738	29/06/2009	06/10/2004	09/03/2010	LD5	579BEB	LD	10	1	0	1910	1727	2.025399141	3	3
I18	F	I738	29/12/2009	06/10/2004	09/03/2010	SD6	579BEB	SD	11	0	1	1980	1910	2.023187515	3	3
I19	F	I18	18/01/2007	03/10/2005	08/09/2010	SD2	579BEB	SD	3	1	0	645	472	1.994535519	1	3
I19	F	I18	10/07/2007	03/10/2005	08/09/2010	LD2	579BEB	LD	4	1	0	822	645	2.019676723	1	3
I19	F	I18	03/01/2008	03/10/2005	08/09/2010	SD3	579BEB	SD	5	1	0	1001	822	2.041689244	1	3
I19	F	I18	30/06/2008	03/10/2005	08/09/2010	LD3	579BEB	LD	6	1	0	1184	1001	2.043907382	1	3
I19	F	I18	30/12/2008	03/10/2005	08/09/2010	SD4	579BEB	SD	7	1	0	1365	1184	2.038440823	1	3
I19	F	I18	29/06/2009	03/10/2005	08/09/2010	LD4	579BEB	LD	8	1	0	1548	1365	2.03294977	1	3
I19	F	I18	29/12/2009	03/10/2005	08/09/2010	SD5	579BEB	SD	9	1	0	1736	1548	2.029027589	1	3
I19	F	I18	05/07/2010	03/10/2005	08/09/2010	LD5	579BEB	LD	10	0	1	1801	1736	2.021356014	1	3
I20	M	I18	30/12/2008	24/09/2007	NA	SD2	579BEB	SD	3	1	0	644	463	2.016574586	1	3
I20	M	I18	29/06/2009	24/09/2007	NA	LD2	579BEB	LD	4	1	0	827	644	2.011034546	1	3
I20	M	I18	29/12/2009	24/09/2007	NA	SD3	579BEB	SD	5	1	0	1009	827	2.009187866	1	3
I20	M	I18	29/06/2010	24/09/2007	NA	LD3	579BEB	LD	6	1	0	1197	1009	2.006890899	1	3
I20	M	I18	03/01/2011	24/09/2007	NA	SD4	579BEB	SD	7	1	0	1379	1197	2.000107314	1	3
I20	M	I18	04/07/2011	24/09/2007	NA	LD4	579BEB	LD	8	1	0	1562	1379	1.995584924	1	3
I20	M	I18	03/01/2012	24/09/2007	NA	SD5	579BEB	SD	9	1	0	1743	1562	1.996215649	1	3
I20	M	I18	02/07/2012	24/09/2007	NA	LD5	579BEB	LD	10	1	0	1925	1743	1.997375506	1	3
I20	M	I18	31/12/2012	24/09/2007	NA	SD6	579BEB	SD	11	2	0	1977	1925	1.998891481	1	3
I21	M	I18	30/12/2008	24/09/2007	NA	SD2	579BEB	SD	3	1	0	644	463	2.016574586	1	3
I21	M	I18	29/06/2009	24/09/2007	NA	LD2	579BEB	LD	4	1	0	827	644	2.011034546	1	3
I21	M	I18	29/12/2009	24/09/2007	NA	SD3	579BEB	SD	5	1	0	1015	827	2.009187866	1	3
I21	M	I18	05/07/2010	24/09/2007	NA	LD3	579BEB	LD	6	1	0	1197	1015	1.998804646	1	3
I21	M	I18	03/01/2011	24/09/2007	NA	SD4	579BEB	SD	7	1	0	1379	1197	1.993638311	1	3
I21	M	I18	04/07/2011	24/09/2007	NA	LD4	579BEB	LD	8	1	0	1562	1379	1.995614344	1	3
I21	M	I18	03/01/2012	24/09/2007	NA	SD5	579BEB	SD	9	1	0	1743	1562	1.996240866	1	3
I21	M	I18	02/07/2012	24/09/2007	NA	LD5	579BEB	LD	10	1	0	1925	1743	1.997397571	1	3
I21	M	I18	31/12/2012	24/09/2007	NA	SD6	579BEB	SD	11	0	0	2129	1925	1.998911095	1	3
I22	M	I18	30/12/2008	24/09/2007	NA	SD2	579BEB	SD	3	1	0	644	463	2.016574586	1	3
I22	M	I18	29/06/2009	24/09/2007	NA	LD2	579BEB	LD	4	1	0	827	644	2.011034546	1	3
I22	M	I18	29/12/2009	24/09/2007	NA	SD3	579BEB	SD	5	1	0	1015	827	2.009187866	1	3
I22	M	I18	05/07/2010	24/09/2007	NA	LD3	579BEB	LD	6	1	0	1197	1015	1.998804646	1	3
I22	M	I18	03/01/2011	24/09/2007	NA	SD4	579BEB	SD	7	1	0	1379	1197	1.993638311	1	3
I22	M	I18	04/07/2011	24/09/2007	NA	LD4	579BEB	LD	8	1	0	1562	1379	1.995614344	1	3
I22	M	I18	03/01/2012	24/09/2007	NA	SD5	579BEB	SD	9	1	0	1743	1562	1.996240866	1	3
I22	M	I18	02/07/2012	24/09/2007	NA	LD5	579BEB	LD	10	1	0	1925	1743	1.997397571	1	3
I22	M	I18	31/12/2012	24/09/2007	NA	SD6	579BEB	SD	11	5	0	1926	1925	1.998911095	1	3
I23	F	I738	17/01/2006	06/10/2004	30/12/2006	SD2	579BEB	SD	3	1	0	650	468	2	3	2
I23	F	I738	18/07/2006	06/10/2004	30/12/2006	LD2	579BEB	LD	4	0	1	815	650	2.002747253	3	2
I24	F	I23	18/01/2007	07/10/2005	07/10/2009	SD2	579BEB	SD	3	1	0	641	468	1.994535519	1	3
I24	F	I23	10/07/2007	07/10/2005	07/10/2009	LD2	579BEB	LD	4	1	0	818	641	2.019676723	1	3
I24	F	I23	03/01/2008	07/10/2005	07/10/2009	SD3	579BEB	SD	5	1	0	997	818	2.041689244	1	3
I24	F	I23	30/06/2008	07/10/2005	07/10/2009	LD3	579BEB	LD	6	1	0	1180	997	2.043907382	1	3
I24	F	I23	30/12/2008	07/10/2005	07/10/2009	SD4	579BEB	SD	7	1	0	1361	1180	2.038440823	1	3
I24	F	I23	29/06/2009	07/10/2005	07/10/2009	LD4	579BEB	LD	8	0	1	1461	1361	2.03294977	1	3
I25	F	I23	18/01/2007	07/10/2005	18/05/2009	SD2	579BEB	SD	3	1	0	641	468	1.994535519	1	3
I25	F	I23	10/07/2007	07/10/2005	18/05/2009	LD2	579BEB	LD	4	1	0	818	641	2.019676723	1	3
I25	F	I23	03/01/2008	07/10/2005	18/05/2009	SD3	579BEB	SD	5	1	0	997	818	2.041689244	1	3
I25	F	I23	30/06/2008	07/10/2005	18/05/2009	LD3	579BEB	LD	6	1	0	1180	997	2.043907382	1	3
I25	F	I23	30/12/2008	07/10/2005	18/05/2009	SD4	579BEB	SD	7	2	0	1319	1180	2.038440823	1	3
I26	F	I739	17/01/2006	11/10/2004	NA	SD2	579BEB	SD	3	1	0	646	463	2	3	2
I26	F	I739	19/07/2006	11/10/2004	NA	LD2	579BEB	LD	4	3	0	777	646	2	3	2
I27	F	I740	17/01/2006	12/10/2004	05/08/2010	SD2	579BEB	SD	3	1	0	644	462	2	3	2
I27	F	I740	18/07/2006	12/10/2004	05/08/2010	LD2	579BEB	LD	4	1	0	828	644	2.002747253	3	2
I27	F	I740	18/01/2007	12/10/2004	05/08/2010	SD3	579BEB	SD	5	1	0	1001	828	2.000010008	3	3
I27	F	I740	10/07/2007	12/10/2004	05/08/2010	LD3	579BEB	LD	6	1	0	1178	1001	2.011211988	3	3
I27	F	I740	03/01/2008	12/10/2004	05/08/2010	SD4	579BEB	SD	7	1	0	1357	1178	2.026112448	3	3
I27	F	I740	30/06/2008	12/10/2004	05/08/2010	LD4	579BEB	LD	8	1	0	1540	1357	2.030187339	3	3
I27	F	I740	30/12/2008	12/10/2004	05/08/2010	SD5	579BEB	SD	9	1	0	1721	1540	2.02824266	3	3
I27	F	I740	29/06/2009	12/10/2004	05/08/2010	LD5	579BEB	LD	10	1	0	1904	1721	2.025399141	3	3
I27	F	I740	29/12/2009	12/10/2004	05/08/2010	SD6	579BEB	SD	11	1	0	2092	1904	2.023187515	3	3
I27	F	I740	05/07/2010	12/10/2004	05/08/2010	LD6	579BEB	LD	12	0	1	2123	2092	2.017634262	3	3
I28	M	I732	03/01/2008	03/10/2006	09/08/2010	SD2	579BEB	SD	3	1	0	636	457	2.085714286	1	3
I28	M	I732	30/06/2008	03/10/2006	09/08/2010	LD2	579BEB	LD	4	1	0	819	636	2.068138042	1	3
I28	M	I732	30/12/2008	03/10/2006	09/08/2010	SD3	579BEB	SD	5	1	0	1000	819	2.050950223	1	3
I28	M	I732	29/06/2009	03/10/2006	09/08/2010	LD3	579BEB	LD	6	1	0	1183	1000	2.039586294	1	3
I28	M	I732	29/12/2009	03/10/2006	09/08/2010	SD4	579BEB	SD	7	1	0	1371	1183	2.032767936	1	3
I28	M	I732	05/07/2010	03/10/2006	09/08/2010	LD4	579BEB	LD	8	0	1	1406	1371	2.021915778	1	3
I29	F	I732	03/01/2008	03/10/2006	NA	SD2	579BEB	SD	3	1	0	636	457	2.085714286	1	3
I29	F	I732	30/06/2008	03/10/2006	NA	LD2	579BEB	LD	4	1	0	819	636	2.068138042	1	3
I29	F	I732	30/12/2008	03/10/2006	NA	SD3	579BEB	SD	5	1	0	1000	819	2.050950223	1	3
I29	F	I732	29/06/2009	03/10/2006	NA	LD3	579BEB	LD	6	1	0	1183	1000	2.039586294	1	3
I29	F	I732	29/12/2009	03/10/2006	NA	SD4	579BEB	SD	7	1	0	1371	1183	2.032767936	1	3
I29	F	I732	05/07/2010	03/10/2006	NA	LD4	579BEB	LD	8	1	0	1553	1371	2.021915778	1	3
I29	F	I732	03/01/2011	03/10/2006	NA	SD5	579BEB	SD	9	1	0	1735	1553	2.014923949	1	3
I29	F	I732	04/07/2011	03/10/2006	NA	LD5	579BEB	LD	10	1	0	1918	1735	2.013745268	1	3
I29	F	I732	03/01/2012	03/10/2006	NA	SD6	579BEB	SD	11	1	0	2099	1918	2.012218016	1	3
I29	F	I732	02/07/2012	03/10/2006	NA	LD6	579BEB	LD	12	1	0	2281	2099	2.011545665	1	3
I29	F	I732	31/12/2012	03/10/2006	NA	SD7	579BEB	SD	13	2	0	2333	2281	2.011497812	1	3
I30	F	I732	07/02/2008	03/10/2006	NA	SD2	579BEB	SD	3	1	0	685	492	2.073863636	1	3
I30	F	I732	18/08/2008	03/10/2006	NA	LD2	579BEB	LD	4	1	0	860	685	2.039679071	1	3
I30	F	I732	09/02/2009	03/10/2006	NA	SD3	579BEB	SD	5	1	0	1044	860	2.021017931	1	3
I30	F	I732	12/08/2009	03/10/2006	NA	LD3	579BEB	LD	6	1	0	1224	1044	2.024119994	1	3
I30	F	I732	08/02/2010	03/10/2006	NA	SD4	579BEB	SD	7	1	0	1406	1224	2.020394897	1	3
I30	F	I732	09/08/2010	03/10/2006	NA	LD4	579BEB	LD	8	1	0	1589	1406	2.019758178	1	3
I30	F	I732	08/02/2011	03/10/2006	NA	SD5	579BEB	SD	9	1	0	1770	1589	2.016935581	1	3
I30	F	I732	08/08/2011	03/10/2006	NA	LD5	579BEB	LD	10	1	0	1952	1770	2.015505447	1	3
I30	F	I732	06/02/2012	03/10/2006	NA	SD6	579BEB	SD	11	1	0	2134	1952	2.015006984	1	3
I30	F	I732	06/08/2012	03/10/2006	NA	LD6	579BEB	LD	12	5	0	2282	2134	2.014055736	1	3
I31	F	I27	18/01/2007	29/09/2005	26/05/2008	SD2	579BEB	SD	3	1	0	649	476	1.994535519	1	3
I31	F	I27	10/07/2007	29/09/2005	26/05/2008	LD2	579BEB	LD	4	1	0	826	649	2.019676723	1	3
I31	F	I27	03/01/2008	29/09/2005	26/05/2008	SD3	579BEB	SD	5	2	0	970	826	2.041689244	1	3
I32	F	I31	03/01/2008	03/10/2006	20/09/2010	SD2	579BEB	SD	3	1	0	636	457	2.085714286	1	3
I32	F	I31	30/06/2008	03/10/2006	20/09/2010	LD2	579BEB	LD	4	1	0	819	636	2.068138042	1	3
I32	F	I31	30/12/2008	03/10/2006	20/09/2010	SD3	579BEB	SD	5	1	0	1000	819	2.050950223	1	3
I32	F	I31	29/06/2009	03/10/2006	20/09/2010	LD3	579BEB	LD	6	1	0	1183	1000	2.039586294	1	3
I32	F	I31	29/12/2009	03/10/2006	20/09/2010	SD4	579BEB	SD	7	1	0	1371	1183	2.032767936	1	3
I32	F	I31	05/07/2010	03/10/2006	20/09/2010	LD4	579BEB	LD	8	0	1	1448	1371	2.021915778	1	3
I33	F	I31	03/01/2008	03/10/2006	NA	SD2	579BEB	SD	3	1	0	636	457	2.085714286	1	3
I33	F	I31	30/06/2008	03/10/2006	NA	LD2	579BEB	LD	4	1	0	819	636	2.068138042	1	3
I33	F	I31	30/12/2008	03/10/2006	NA	SD3	579BEB	SD	5	1	0	1000	819	2.050950223	1	3
I33	F	I31	29/06/2009	03/10/2006	NA	LD3	579BEB	LD	6	1	0	1183	1000	2.039586294	1	3
I33	F	I31	29/12/2009	03/10/2006	NA	SD4	579BEB	SD	7	1	0	1371	1183	2.032767936	1	3
I33	F	I31	05/07/2010	03/10/2006	NA	LD4	579BEB	LD	8	1	0	1553	1371	2.021915778	1	3
I33	F	I31	03/01/2011	03/10/2006	NA	SD5	579BEB	SD	9	3	0	1721	1553	2.014923949	1	3
I34	F	I741	18/09/2007	30/06/2006	04/06/2012	SD2	579BEB	SD	3	1	0	630	445	1.936339523	1	3
I34	F	I741	21/03/2008	30/06/2006	04/06/2012	LD2	579BEB	LD	4	1	0	811	630	1.965437521	1	3
I34	F	I741	18/09/2008	30/06/2006	04/06/2012	SD3	579BEB	SD	5	1	0	995	811	1.975136854	1	3
I34	F	I741	21/03/2009	30/06/2006	04/06/2012	LD3	579BEB	LD	6	1	0	1180	995	1.98135264	1	3
I34	F	I741	22/09/2009	30/06/2006	04/06/2012	SD4	579BEB	SD	7	1	0	1361	1180	1.980746069	1	3
I34	F	I741	22/03/2010	30/06/2006	04/06/2012	LD4	579BEB	LD	8	1	0	1538	1361	1.983044311	1	3
I34	F	I741	15/09/2010	30/06/2006	04/06/2012	SD5	579BEB	SD	9	1	0	1725	1538	1.991053144	1	3
I34	F	I741	21/03/2011	30/06/2006	04/06/2012	LD5	579BEB	LD	10	1	0	1909	1725	1.992858314	1	3
I34	F	I741	21/09/2011	30/06/2006	04/06/2012	SD6	579BEB	SD	11	1	0	2091	1909	1.990057944	1	3
I34	F	I741	21/03/2012	30/06/2006	04/06/2012	LD6	579BEB	LD	12	0	1	2166	2091	1.990505702	1	3
I35	F	I34	18/09/2008	23/05/2007	17/12/2009	SD2	579BEB	SD	3	1	0	668	484	1.994535519	1	3
I35	F	I34	21/03/2009	23/05/2007	17/12/2009	LD2	579BEB	LD	4	1	0	832	668	1.99726776	1	3
I35	F	I34	01/09/2009	23/05/2007	17/12/2009	SD3	579BEB	SD	5	2	0	939	832	2.030745556	1	3
I36	M	I741	19/08/2009	02/05/2008	06/09/2011	SD2	579BEB	SD	3	1	0	654	474	2.005494505	1	3
I36	M	I741	15/02/2010	02/05/2008	06/09/2011	LD2	579BEB	LD	4	1	0	836	654	2.005494505	1	3
I36	M	I741	16/08/2010	02/05/2008	06/09/2011	SD3	579BEB	SD	5	1	0	1020	836	2.009187866	1	3
I36	M	I741	16/02/2011	02/05/2008	06/09/2011	LD3	579BEB	LD	6	1	0	1200	1020	2.005524779	1	3
I36	M	I741	15/08/2011	02/05/2008	06/09/2011	SD4	579BEB	SD	7	0	1	1222	1200	2.005518724	1	3
